,BBL,InspectionDate,Latitude,Longitude,Postcode,CurrentStatus,CurrentStatusDate
1395,1019200025,2020-03-18,40.814331,-73.941367,10030,FIRST NO ACCESS TO RE- INSPECT VIOLATION,01/17/2023
1040,1016310056,2020-03-18,40.790663,-73.947444,10029,DEFECT LETTER ISSUED,08/19/2021
19909,2030320058,2020-03-19,40.858632,-73.893562,10458,NOTICE OF ISSUANCE SENT TO TENANT,03/23/2020
19911,2032120015,2020-03-20,40.860403,-73.907044,10468,VIOLATION CLOSED,05/14/2020
1355,2031230077,2020-03-20,40.844229,-73.884105,10460,NOTICE OF ISSUANCE SENT TO TENANT,07/20/2020
10824,2032120015,2020-03-20,40.860403,-73.907044,10468,VIOLATION CLOSED,05/14/2020
8981,2032120015,2020-03-20,40.860403,-73.907044,10468,NOTICE OF ISSUANCE SENT TO TENANT,07/08/2022
4247,-2147483648,2020-03-21,40.592324,-73.950081,11235,VIOLATION DISMISSED,09/25/2020
1159,-2147483648,2020-03-23,40.700669,-73.906321,11385,VIOLATION CLOSED,09/17/2020
19912,-2147483648,2020-03-23,40.707617,-73.903949,11385,VIOLATION CLOSED,07/06/2022
8624,2024760022,2020-03-23,40.829399,-73.922802,10452,FIRST NO ACCESS TO RE- INSPECT VIOLATION,02/23/2022
19913,1021790269,2020-03-23,40.855236,-73.938229,10033,NOTICE OF ISSUANCE SENT TO TENANT,03/24/2020
19914,2030000004,2020-03-23,40.831876,-73.887845,10460,VIOLATION CLOSED,11/24/2020
19915,-2147483648,2020-03-23,40.715123,-73.802065,11432,VIOLATION CLOSED,05/18/2020
1280,-2147483648,2020-03-23,40.630872,-73.957358,11230,VIOLATION DISMISSED,08/05/2020
8654,2032830006,2020-03-23,40.865514,-73.88969,10458,VIOLATION WILL BE REINSPECTED,02/18/2022
4231,-2147483648,2020-03-24,40.680966,-73.870803,11208,VIOLATION CLOSED,06/03/2020
19916,2028310013,2020-03-24,40.837238,-73.915027,10456,VIOLATION CLOSED,05/18/2020
19993,-2147483648,2020-03-24,40.67162,-73.875418,11208,VIOLATION CLOSED,02/26/2021
9395,2049940023,2020-03-25,40.893933,-73.859036,10466,VIOLATION CLOSED,01/14/2022
11401,1020900021,2020-03-26,40.82535,-73.951879,10031,FIRST NO ACCESS TO RE- INSPECT VIOLATION,05/24/2022
1160,2032400044,2020-03-26,40.871703,-73.904464,10463,VIOLATION CLOSED,10/06/2020
26975,2031050001,2020-03-26,40.854539,-73.884253,10458,DEFECT LETTER ISSUED,04/10/2023
1161,-2147483648,2020-03-27,40.654974,-73.957368,11226,NOTICE OF ISSUANCE SENT TO TENANT,04/06/2020
19923,2042560008,2020-03-30,40.849889,-73.868816,10462,FIRST NO ACCESS TO RE- INSPECT VIOLATION,03/24/2022
19924,-2147483648,2020-03-31,40.652365,-73.931451,11203,VIOLATION CLOSED,08/05/2021
19927,-2147483648,2020-03-31,40.651281,-73.960171,11226,DEFECT LETTER ISSUED,07/01/2022
1310,2045060001,2020-03-31,40.866012,-73.869153,10467,VIOLATION CLOSED,11/19/2020
25742,2032500036,2020-04-02,40.87324,-73.90068,10468,DEFECT LETTER ISSUED,01/26/2022
1162,2032500036,2020-04-02,40.87324,-73.90068,10468,DEFECT LETTER ISSUED,01/26/2022
1164,2050190050,2020-04-02,40.895658,-73.845656,10466,VIOLATION CLOSED,10/06/2020
5700,-2147483648,2020-04-03,40.758433,-73.822248,11355,VIOLATION CLOSED,07/17/2021
7068,-2147483648,2020-04-03,40.758433,-73.822248,11355,VIOLATION CLOSED,07/17/2021
7607,-2147483648,2020-04-04,40.612407,-73.953887,11230,VIOLATION CLOSED,04/09/2021
5531,-2147483648,2020-04-04,40.653818,-73.955329,11226,VIOLATION CLOSED,04/14/2021
26923,1019520011,2020-04-08,40.810864,-73.952796,10027,VIOLATION CLOSED,01/26/2023
1239,-2147483648,2020-04-08,40.709988,-73.938284,11206,NOTICE OF ISSUANCE SENT TO TENANT,06/17/2020
4221,1022380007,2020-04-08,40.867395,-73.924764,10034,VIOLATION CLOSED,06/11/2020
19930,-2147483648,2020-04-09,40.656943,-73.904044,11212,VIOLATION CLOSED,06/12/2020
7623,2031430132,2020-04-09,40.852148,-73.898973,10457,VIOLATION CLOSED,05/17/2021
1305,-2147483648,2020-04-10,40.653812,-73.960648,11226,VIOLATION DISMISSED,08/16/2020
19931,-2147483648,2020-04-11,40.657169,-73.91983,11212,NOTICE OF ISSUANCE SENT TO TENANT,04/16/2020
1166,-2147483648,2020-04-12,40.651642,-73.950905,11226,VIOLATION CLOSED,06/07/2021
20022,2033320001,2020-04-14,40.871033,-73.880153,10467,VIOLATION CLOSED,12/01/2020
19932,-2147483648,2020-04-14,40.654075,-73.951332,11226,NOTICE OF ISSUANCE SENT TO TENANT,04/16/2020
1167,-2147483648,2020-04-15,40.66615,-73.931984,11213,NOV CERTIFIED LATE,06/08/2020
26611,1020480025,2020-04-15,40.820089,-73.946619,10030,FIRST NO ACCESS TO RE- INSPECT VIOLATION,08/12/2022
1172,-2147483648,2020-04-17,40.677256,-73.905882,11233,NOTICE OF ISSUANCE SENT TO TENANT,04/27/2020
5276,2022650029,2020-04-21,40.807351,-73.91876,10454,VIOLATION CLOSED,12/14/2020
26465,2032590014,2020-04-21,40.87379,-73.90526,10463,VIOLATION DISMISSED,07/20/2020
27862,2027460001,2020-04-22,40.821328,-73.890251,10459,NOT COMPLIED WITH,03/17/2023
1120,1022420037,2020-04-24,40.868672,-73.921209,10034,VIOLATION CLOSED,11/12/2021
5857,1018060129,2020-04-24,40.797432,-73.932825,10035,NOTICE OF ISSUANCE SENT TO TENANT,08/17/2020
1173,-2147483648,2020-04-28,40.620373,-73.938619,11234,VIOLATION CLOSED,10/19/2020
1174,2050190050,2020-04-28,40.895658,-73.845656,10466,VIOLATION CLOSED,10/06/2020
24969,2023710001,2020-04-28,40.828409,-73.908494,10456,VIOLATION CLOSED,11/29/2022
19935,-2147483648,2020-04-29,40.576978,-74.002333,11224,VIOLATION CLOSED,03/30/2021
19934,-2147483648,2020-04-29,40.632962,-74.141638,10302,NOTICE OF ISSUANCE SENT TO TENANT,04/30/2020
1389,-2147483648,2020-05-02,40.642074,-73.930193,11203,VIOLATION CLOSED,10/02/2020
17004,-2147483648,2020-05-02,40.640287,-73.956696,11226,NOV CERTIFIED LATE,06/24/2022
25540,1022380007,2020-05-03,40.867395,-73.924764,10034,DEFECT LETTER ISSUED,09/15/2022
1176,2030750006,2020-05-06,40.85518,-73.885911,10458,VIOLATION CLOSED,09/23/2020
1175,-2147483648,2020-05-06,40.597269,-74.068831,10305,VIOLATION CLOSED,09/23/2020
19936,2029130043,2020-05-06,40.838595,-73.902015,10457,VIOLATION DISMISSED,06/23/2020
1340,-2147483648,2020-05-09,40.680852,-73.945064,11216,VIOLATION CLOSED,11/18/2020
4274,-2147483648,2020-05-09,40.648303,-73.961884,11226,VIOLATION DISMISSED,10/15/2020
10488,-2147483648,2020-05-09,40.657924,-73.928122,11203,VIOLATION CLOSED,02/03/2023
4233,-2147483648,2020-05-11,40.668437,-73.923998,11233,VIOLATION CLOSED,06/22/2020
4290,-2147483648,2020-05-12,40.626024,-73.946741,11210,VIOLATION CLOSED,08/20/2021
7397,1020390001,2020-05-12,40.82811,-73.938052,10039,VIOLATION CLOSED,03/14/2022
10167,1015490040,2020-05-13,40.77814,-73.950288,10128,VIOLATION CLOSED,07/09/2020
7135,-2147483648,2020-05-14,40.607762,-73.758147,11691,NOTICE OF ISSUANCE SENT TO TENANT,04/01/2021
19869,1017870070,2020-05-17,40.800872,-73.934866,10035,VIOLATION DISMISSED,07/01/2020
1390,-2147483648,2020-05-17,40.687712,-73.870156,11208,VIOLATION CLOSED,10/01/2020
19937,-2147483648,2020-05-17,40.60517,-73.990471,11214,NOTICE OF ISSUANCE SENT TO TENANT,05/19/2020
26285,2032870043,2020-05-18,40.865897,-73.891052,10458,FIRST NO ACCESS TO RE- INSPECT VIOLATION,12/06/2022
27118,-2147483648,2020-05-19,40.662767,-73.888352,11207,VIOLATION CLOSED,10/28/2020
4302,-2147483648,2020-05-20,40.704996,-73.926744,11237,VIOLATION CLOSED,11/02/2020
19938,2028140082,2020-05-20,40.850081,-73.901596,10457,VIOLATION DISMISSED,07/05/2020
1461,2024230020,2020-05-21,40.827943,-73.917138,10456,VIOLATION CLOSED,06/01/2021
1383,-2147483648,2020-05-22,40.759718,-73.781076,11361,VIOLATION CLOSED,08/31/2020
19941,2032120026,2020-05-23,40.860729,-73.906747,10468,VIOLATION DISMISSED,07/08/2020
19942,2032120026,2020-05-23,40.860729,-73.906747,10468,VIOLATION DISMISSED,07/08/2020
19943,2032120026,2020-05-23,40.860729,-73.906747,10468,VIOLATION DISMISSED,07/08/2020
19944,2032120026,2020-05-23,40.860729,-73.906747,10468,VIOLATION DISMISSED,07/08/2020
19945,2032120026,2020-05-23,40.860729,-73.906747,10468,VIOLATION DISMISSED,07/08/2020
1178,2026070047,2020-05-23,40.827784,-73.906338,10456,FIRST NO ACCESS TO RE- INSPECT VIOLATION,05/01/2021
19940,2032120026,2020-05-23,40.860729,-73.906747,10468,VIOLATION DISMISSED,07/08/2020
5465,2031780045,2020-05-23,40.853866,-73.904967,10453,VIOLATION CLOSED,11/10/2020
5331,2050190050,2020-05-24,40.895658,-73.845656,10466,VIOLATION CLOSED,10/06/2020
1504,-2147483648,2020-05-24,40.685362,-73.929527,11221,VIOLATION CLOSED,12/11/2020
1180,-2147483648,2020-05-24,40.667213,-73.928501,11213,NOTICE OF ISSUANCE SENT TO TENANT,05/28/2020
1181,2038990016,2020-05-24,40.836413,-73.86705,10460,NOTICE OF ISSUANCE SENT TO TENANT,05/26/2020
19946,-2147483648,2020-05-24,40.6849,-73.948937,11216,VIOLATION CLOSED,11/20/2020
1414,-2147483648,2020-05-24,40.63592,-74.02659,11220,NOTICE OF ISSUANCE SENT TO TENANT,08/04/2020
1484,2027460007,2020-05-24,40.821663,-73.890279,10459,VIOLATION CLOSED,12/21/2020
4236,2028790235,2020-05-25,40.853125,-73.916535,10453,VIOLATION CLOSED,11/02/2020
4235,2049940080,2020-05-25,40.894398,-73.8577,10466,VIOLATION DISMISSED,08/24/2020
6042,2025680012,2020-05-25,40.806523,-73.912776,10454,VIOLATION CLOSED,05/24/2021
19957,2028800061,2020-05-25,40.84575,-73.924135,10453,VIOLATION DISMISSED,07/15/2020
16291,2028820229,2020-05-25,40.852084,-73.922436,10453,VIOLATION CLOSED,07/08/2022
4238,2026140019,2020-05-26,40.83006,-73.90378,10456,VIOLATION DISMISSED,08/31/2020
27843,2031640037,2020-05-26,40.859203,-73.900072,10468,NOTICE OF ISSUANCE SENT TO TENANT,08/27/2020
19947,2032010030,2020-05-26,40.865169,-73.89921,10468,DEFECT LETTER ISSUED,03/18/2021
19950,2025800018,2020-05-26,40.812821,-73.908226,10455,VIOLATION CLOSED,12/07/2020
5537,-2147483648,2020-05-27,40.640895,-73.962447,11226,VIOLATION CLOSED,11/13/2020
1188,-2147483648,2020-05-27,40.653985,-73.927546,11203,VIOLATION CLOSED,08/06/2020
1408,-2147483648,2020-05-27,40.691005,-73.92845,11221,VIOLATION CLOSED,12/09/2020
4242,-2147483648,2020-05-29,40.643003,-74.016165,11220,VIOLATION CLOSED,10/28/2020
5229,1021760009,2020-05-29,40.848531,-73.939229,10033,DEFECT LETTER ISSUED,02/25/2021
4239,2031960038,2020-05-30,40.857104,-73.90467,10453,VIOLATION DISMISSED,09/11/2020
9260,1022250001,2020-05-30,40.865463,-73.924094,10034,VIOLATION CLOSED,07/07/2022
4355,2041320026,2020-05-30,40.850846,-73.851804,10461,VIOLATION DISMISSED,12/28/2020
25411,2028790045,2020-05-30,40.851565,-73.914365,10453,DEFECT LETTER ISSUED,07/14/2021
25410,2028790045,2020-05-30,40.851565,-73.914365,10453,DEFECT LETTER ISSUED,07/14/2021
25409,2028790045,2020-05-30,40.851565,-73.914365,10453,DEFECT LETTER ISSUED,07/14/2021
10165,1022250001,2020-05-30,40.865463,-73.924094,10034,VIOLATION CLOSED,07/07/2022
549,1021680066,2020-05-31,40.855135,-73.930208,10040,NOTICE OF ISSUANCE SENT TO TENANT,01/19/2021
26508,1008840042,2020-05-31,40.742196,-73.980708,10016,VIOLATION CLOSED,02/10/2023
26609,1020480025,2020-05-31,40.820089,-73.946619,10030,DEFECT LETTER ISSUED,08/12/2022
551,1021680066,2020-05-31,40.855135,-73.930208,10040,NOTICE OF ISSUANCE SENT TO TENANT,01/19/2021
19952,-2147483648,2020-05-31,40.715123,-73.802065,11432,DEFECT LETTER ISSUED,06/06/2022
8318,1021570050,2020-05-31,40.851534,-73.930302,10033,VIOLATION CLOSED,12/13/2021
25928,1017750165,2020-05-31,40.806676,-73.936941,10035,NOTICE OF ISSUANCE SENT TO TENANT,01/24/2023
26795,2028430074,2020-05-31,40.839964,-73.915637,10452,NOTICE OF ISSUANCE SENT TO TENANT,06/27/2022
1514,1021570050,2020-05-31,40.851534,-73.930302,10033,VIOLATION CLOSED,12/13/2021
10493,2028760184,2020-05-31,40.848034,-73.916202,10453,NOT COMPLIED WITH,07/12/2022
27120,-2147483648,2020-06-01,40.662767,-73.888352,11207,VIOLATION CLOSED,02/04/2022
6830,2027900018,2020-06-01,40.843477,-73.905394,10457,VIOLATION CLOSED,04/08/2021
26976,2031050001,2020-06-01,40.854539,-73.884253,10458,DEFECT LETTER ISSUED,04/10/2023
1190,-2147483648,2020-06-01,40.611798,-73.953772,11230,DEFECT LETTER ISSUED,06/03/2021
1191,-2147483648,2020-06-01,40.656622,-73.958066,11225,VIOLATION CLOSED,09/03/2020
1192,-2147483648,2020-06-01,40.64071,-73.979062,11218,VIOLATION CLOSED,09/29/2020
1203,2043170100,2020-06-01,40.856062,-73.868638,10462,VIOLATION CLOSED,10/06/2020
25339,2025460140,2020-06-01,40.803726,-73.919671,10454,NOTICE OF ISSUANCE SENT TO TENANT,10/25/2022
1121,1022340005,2020-06-01,40.866555,-73.924368,10034,NOTICE OF ISSUANCE SENT TO TENANT,06/03/2020
4241,2031560096,2020-06-01,40.853578,-73.902668,10457,VIOLATION CLOSED,08/12/2020
1442,-2147483648,2020-06-01,40.605587,-73.955754,11229,VIOLATION CLOSED,07/30/2021
4333,2043210021,2020-06-01,40.855865,-73.864756,10462,VIOLATION CLOSED,12/14/2021
4240,-2147483648,2020-06-01,40.647126,-73.961492,11226,VIOLATION CLOSED,06/29/2020
4308,-2147483648,2020-06-01,40.693184,-73.905542,11237,VIOLATION CLOSED,10/28/2020
24900,2025120045,2020-06-02,40.832781,-73.927897,10452,DEFECT LETTER ISSUED,09/04/2022
20008,-2147483648,2020-06-02,40.687689,-73.937872,11221,NOV CERTIFIED LATE,01/13/2023
19958,-2147483648,2020-06-02,40.701531,-73.920775,11237,NOTICE OF ISSUANCE SENT TO TENANT,06/04/2020
1193,2027070053,2020-06-02,40.816477,-73.898564,10455,VIOLATION CLOSED,10/06/2020
1316,-2147483648,2020-06-02,40.643137,-74.017617,11220,VIOLATION CLOSED,10/05/2020
1451,-2147483648,2020-06-03,40.642107,-73.951539,11226,VIOLATION CLOSED,11/10/2020
11333,-2147483648,2020-06-03,40.65979,-73.918651,11212,NOT COMPLIED WITH,01/06/2022
1197,-2147483648,2020-06-03,40.674175,-73.789079,11434,VIOLATION CLOSED,10/05/2020
1196,-2147483648,2020-06-03,40.674175,-73.789079,11434,VIOLATION CLOSED,10/05/2020
4310,-2147483648,2020-06-03,40.656668,-73.957064,11225,VIOLATION CLOSED,09/05/2020
19961,-2147483648,2020-06-03,40.661535,-73.921969,11212,CERTIFICATION POSTPONMENT DENIED,07/13/2020
25333,2025500044,2020-06-03,40.805194,-73.915747,10454,VIOLATION DISMISSED,09/14/2020
19959,-2147483648,2020-06-03,40.661535,-73.921969,11212,CERTIFICATION POSTPONMENT DENIED,07/13/2020
7614,2028390068,2020-06-03,40.836541,-73.915736,10452,DEFECT LETTER ISSUED,08/19/2020
19960,-2147483648,2020-06-03,40.661535,-73.921969,11212,CERTIFICATION POSTPONMENT DENIED,07/13/2020
5281,1019880127,2020-06-04,40.820125,-73.953071,10031,VIOLATION CLOSED,06/17/2021
5282,1019880127,2020-06-04,40.820125,-73.953071,10031,VIOLATION CLOSED,06/17/2021
6547,1019430001,2020-06-04,40.805272,-73.957377,10026,VIOLATION CLOSED,02/13/2021
5279,1019880127,2020-06-04,40.820125,-73.953071,10031,VIOLATION CLOSED,06/17/2021
10309,-2147483648,2020-06-04,40.668992,-73.934811,11213,FIRST NO ACCESS TO RE- INSPECT VIOLATION,02/22/2023
7352,1021370014,2020-06-04,40.836273,-73.943274,10032,DEFECT LETTER ISSUED,10/28/2021
6428,2030530025,2020-06-04,40.85571,-73.891846,10458,VIOLATION CLOSED,05/27/2022
1524,2027630220,2020-06-05,40.816878,-73.886439,10474,VIOLATION CLOSED,12/29/2020
9297,2046270029,2020-06-05,40.876438,-73.868109,10467,FIRST NO ACCESS TO RE- INSPECT VIOLATION,01/20/2023
1447,-2147483648,2020-06-05,40.692283,-73.905251,11237,VIOLATION CLOSED,12/18/2020
1430,-2147483648,2020-06-06,40.64071,-73.979062,11218,VIOLATION CLOSED,04/13/2021
6451,-2147483648,2020-06-06,40.773209,-73.918665,11102,VIOLATION CLOSED,06/08/2021
7115,-2147483648,2020-06-06,40.733144,-73.953472,11222,VIOLATION CLOSED,10/15/2020
19965,-2147483648,2020-06-07,40.750782,-73.861648,11368,VIOLATION DISMISSED,07/21/2020
1216,2027210040,2020-06-07,40.816465,-73.896447,10459,DEFECT LETTER ISSUED,09/11/2020
1370,1021370014,2020-06-07,40.836273,-73.943274,10032,VIOLATION DISMISSED,03/03/2021
7118,-2147483648,2020-06-08,40.68414,-73.949024,11216,VIOLATION CLOSED,12/17/2021
11012,2027630233,2020-06-08,40.815516,-73.885806,10474,VIOLATION CLOSED,04/23/2022
11013,2027630233,2020-06-08,40.815516,-73.885806,10474,VIOLATION CLOSED,04/23/2022
1217,-2147483648,2020-06-08,40.611798,-73.953772,11230,DEFECT LETTER ISSUED,06/03/2021
7398,2028820229,2020-06-08,40.851719,-73.92278,10453,VIOLATION CLOSED,11/29/2022
10942,2037140054,2020-06-08,40.824595,-73.877299,10472,VIOLATION CLOSED,12/16/2022
5936,-2147483648,2020-06-08,40.652745,-73.948017,11226,VIOLATION CLOSED,08/09/2021
7928,-2147483648,2020-06-08,40.652745,-73.948017,11226,VIOLATION CLOSED,08/20/2020
19966,-2147483648,2020-06-08,40.668475,-73.896017,11207,NOTICE OF ISSUANCE SENT TO TENANT,06/12/2020
1455,-2147483648,2020-06-08,40.629757,-73.92701,11234,VIOLATION CLOSED,11/09/2020
10278,2027630233,2020-06-08,40.815516,-73.885806,10474,VIOLATION CLOSED,05/03/2022
1574,1019290029,2020-06-08,40.807961,-73.949077,10027,VIOLATION CLOSED,05/25/2021
1443,-2147483648,2020-06-08,40.67162,-73.875418,11208,VIOLATION CLOSED,02/26/2021
8011,-2147483648,2020-06-08,40.663773,-73.952994,11225,VIOLATION CLOSED,07/23/2020
11478,-2147483648,2020-06-08,40.639958,-73.945512,11210,FIRST NO ACCESS TO RE- INSPECT VIOLATION,11/01/2022
10941,2037140054,2020-06-08,40.824595,-73.877299,10472,VIOLATION CLOSED,07/29/2022
1450,-2147483648,2020-06-08,40.633488,-73.903303,11236,VIOLATION CLOSED,12/07/2020
19967,-2147483648,2020-06-09,40.595887,-73.990537,11214,FIRST NO ACCESS TO RE- INSPECT VIOLATION,01/16/2021
4244,2026130032,2020-06-09,40.827788,-73.904336,10456,VIOLATION DISMISSED,08/31/2020
10156,1022200037,2020-06-09,40.863014,-73.924231,10034,VIOLATION CLOSED,08/02/2022
4243,2026130032,2020-06-09,40.827788,-73.904336,10456,VIOLATION DISMISSED,08/31/2020
1525,1020880019,2020-06-09,40.823506,-73.953322,10031,VIOLATION CLOSED,12/01/2020
7393,2025280029,2020-06-10,40.837874,-73.926579,10452,DEFECT LETTER ISSUED,03/03/2022
4347,1015940058,2020-06-10,40.798036,-73.950132,10026,NOT COMPLIED WITH,05/10/2021
1483,-2147483648,2020-06-10,40.65372,-73.957221,11226,VIOLATION CLOSED,04/23/2021
5280,-2147483648,2020-06-10,40.647282,-73.960198,11226,VIOLATION DISMISSED,11/25/2020
7057,-2147483648,2020-06-10,40.677841,-74.000909,11231,VIOLATION DISMISSED,06/16/2021
5289,-2147483648,2020-06-10,40.578221,-73.963638,11235,FIRST NO ACCESS TO RE- INSPECT VIOLATION,11/16/2020
1407,1021610126,2020-06-10,40.855313,-73.92861,10040,NOV CERTIFIED LATE,09/08/2020
19871,1022150061,2020-06-10,40.876439,-73.912854,10463,VIOLATION DISMISSED,07/22/2020
5346,1021330073,2020-06-10,40.847014,-73.934391,10033,VIOLATION CLOSED,11/05/2020
26886,2037730003,2020-06-11,40.828653,-73.878441,10472,VIOLATION CLOSED,10/13/2022
1230,-2147483648,2020-06-11,40.643992,-74.004321,11220,DEFECT LETTER ISSUED,12/31/2020
25861,2024570001,2020-06-11,40.834827,-73.917386,10456,NOT COMPLIED WITH,11/10/2022
1220,-2147483648,2020-06-11,40.749733,-73.854248,11368,VIOLATION CLOSED,09/17/2020
19970,-2147483648,2020-06-11,40.707617,-73.903949,11385,VIOLATION CLOSED,07/06/2022
9690,-2147483648,2020-06-12,40.671074,-73.866042,11208,VIOLATION CLOSED,05/25/2021
9311,-2147483648,2020-06-12,40.674175,-73.789079,11434,DEFECT LETTER ISSUED,07/09/2022
1486,-2147483648,2020-06-12,40.671074,-73.866042,11208,VIOLATION CLOSED,05/25/2021
1474,1021310048,2020-06-12,40.84381,-73.934047,10033,VIOLATION CLOSED,03/10/2021
7742,-2147483648,2020-06-12,40.692758,-73.758404,11412,VIOLATION CLOSED,06/15/2021
5518,2031030026,2020-06-12,40.853353,-73.884848,10458,VIOLATION CLOSED,05/17/2021
9691,-2147483648,2020-06-12,40.671074,-73.866042,11208,VIOLATION CLOSED,05/25/2021
25072,2046270029,2020-06-12,40.876438,-73.868109,10467,FIRST NO ACCESS TO RE- INSPECT VIOLATION,01/20/2023
6697,-2147483648,2020-06-12,40.671074,-73.866042,11208,VIOLATION CLOSED,05/25/2021
1505,-2147483648,2020-06-12,40.674175,-73.789079,11434,VIOLATION CLOSED,04/28/2022
5854,2033480013,2020-06-12,40.877661,-73.874858,10467,VIOLATION DISMISSED,11/23/2020
5427,2028030038,2020-06-12,40.847502,-73.903169,10457,VIOLATION CLOSED,11/14/2020
1224,-2147483648,2020-06-13,40.60517,-73.990471,11214,NOTICE OF ISSUANCE SENT TO TENANT,06/15/2020
19973,-2147483648,2020-06-13,40.659297,-73.95047,11225,VIOLATION DISMISSED,07/28/2020
11200,-2147483648,2020-06-13,40.632086,-73.976214,11218,DEFECT LETTER ISSUED,08/29/2022
1225,-2147483648,2020-06-13,40.622958,-74.028959,11209,VIOLATION CLOSED,09/15/2020
1778,-2147483648,2020-06-13,40.670903,-73.760639,11413,VIOLATION CLOSED,09/22/2021
5286,1019880127,2020-06-13,40.820125,-73.953071,10031,VIOLATION CLOSED,06/17/2021
1126,1004140024,2020-06-14,40.718499,-73.990754,10002,NOTICE OF ISSUANCE SENT TO TENANT,06/15/2020
1449,-2147483648,2020-06-14,40.662233,-73.898201,11207,VIOLATION CLOSED,06/18/2021
1125,1020790057,2020-06-14,40.827796,-73.947758,10031,INVALID CERTIFICATION,07/15/2020
5277,-2147483648,2020-06-15,40.733144,-73.953472,11222,VIOLATION CLOSED,11/04/2020
5719,-2147483648,2020-06-15,40.657799,-73.929088,11203,NOT COMPLIED WITH,11/13/2020
4246,-2147483648,2020-06-15,40.711272,-73.956654,11211,VIOLATION DISMISSED,09/23/2020
6092,1020770034,2020-06-15,40.825633,-73.947326,10031,VIOLATION CLOSED,12/01/2020
1232,-2147483648,2020-06-15,40.676032,-73.948929,11216,NOTICE OF ISSUANCE SENT TO TENANT,06/25/2020
7114,-2147483648,2020-06-15,40.733144,-73.953472,11222,VIOLATION DISMISSED,09/11/2020
4321,2022660005,2020-06-15,40.808012,-73.91894,10454,VIOLATION CLOSED,10/28/2020
1231,2037410030,2020-06-15,40.827881,-73.878041,10472,NOTICE OF ISSUANCE SENT TO TENANT,06/18/2020
1233,-2147483648,2020-06-15,40.697048,-73.984064,11201,VIOLATION CLOSED,11/16/2020
7116,-2147483648,2020-06-15,40.733144,-73.953472,11222,NOT COMPLIED WITH,11/04/2021
8097,2026860009,2020-06-16,40.815658,-73.9028,10455,DEFECT LETTER ISSUED,05/20/2021
1557,-2147483648,2020-06-16,40.686836,-73.925578,11221,DEFECT LETTER ISSUED,02/17/2021
12122,-2147483648,2020-06-16,40.638582,-73.942472,11210,DEFECT LETTER ISSUED,02/22/2023
6731,-2147483648,2020-06-16,40.736982,-73.864614,11368,DEFECT LETTER ISSUED,04/21/2022
1527,-2147483648,2020-06-16,40.651915,-73.945794,11203,VIOLATION DISMISSED,11/30/2020
9925,-2147483648,2020-06-16,40.638582,-73.942472,11210,VIOLATION CLOSED,02/11/2022
4254,2026230004,2020-06-16,40.814377,-73.911624,10455,VIOLATION CLOSED,09/17/2020
4249,-2147483648,2020-06-17,40.745144,-73.878189,11373,VIOLATION DISMISSED,09/14/2020
4222,1021280031,2020-06-17,40.842505,-73.936875,10032,DEFECT LETTER ISSUED,05/02/2021
1242,-2147483648,2020-06-17,40.753508,-73.896376,11372,VIOLATION CLOSED,10/16/2020
4250,-2147483648,2020-06-17,40.686624,-73.975225,11217,VIOLATION CLOSED,11/10/2021
782,2028780138,2020-06-17,40.850722,-73.918114,10453,VIOLATION DISMISSED,07/29/2020
25530,-2147483648,2020-06-17,40.590813,-73.967735,11223,VIOLATION DISMISSED,04/28/2022
4248,2028190005,2020-06-17,40.841006,-73.911299,10457,VIOLATION DISMISSED,09/24/2020
4252,2028910061,2020-06-18,40.847004,-73.904644,10457,VIOLATION DISMISSED,10/02/2020
8857,2038030019,2020-06-18,40.831704,-73.856233,10472,VIOLATION DISMISSED,12/07/2020
4251,-2147483648,2020-06-18,40.611798,-73.953772,11230,VIOLATION DISMISSED,09/24/2020
9263,2025110068,2020-06-18,40.831527,-73.928863,10452,DEFECT LETTER ISSUED,02/09/2023
25273,1020600011,2020-06-18,40.824966,-73.946943,10031,DEFECT LETTER ISSUED,10/26/2022
1254,-2147483648,2020-06-19,40.680941,-73.959115,11238,VIOLATION WILL BE REINSPECTED,04/19/2021
1252,-2147483648,2020-06-19,40.710714,-73.953513,11211,VIOLATION CLOSED,10/14/2020
1261,2050400045,2020-06-20,40.898486,-73.856682,10466,NOTICE OF ISSUANCE SENT TO TENANT,06/22/2020
27656,-2147483648,2020-06-20,40.586881,-73.949026,11235,VIOLATION DISMISSED,10/05/2020
5466,-2147483648,2020-06-20,40.682742,-73.915537,11233,VIOLATION CLOSED,11/10/2020
19985,2033240051,2020-06-21,40.882896,-73.883618,10467,VIOLATION DISMISSED,08/03/2020
7619,-2147483648,2020-06-21,40.642004,-73.960691,11226,VIOLATION WILL BE REINSPECTED,06/29/2022
1528,-2147483648,2020-06-21,40.642074,-73.930193,11203,VIOLATION CLOSED,05/03/2022
5288,-2147483648,2020-06-21,40.642074,-73.930193,11203,VIOLATION CLOSED,11/04/2020
4255,2030400010,2020-06-21,40.857961,-73.892077,10458,VIOLATION DISMISSED,09/16/2020
5948,-2147483648,2020-06-22,40.630872,-73.957358,11230,VIOLATION CLOSED,05/19/2021
5855,2030000004,2020-06-22,40.831876,-73.887845,10460,VIOLATION CLOSED,11/24/2020
1265,-2147483648,2020-06-22,40.671992,-73.963669,11238,NOT COMPLIED WITH,03/18/2021
1264,-2147483648,2020-06-22,40.62974,-74.013906,11220,DEFECT LETTER ISSUED,12/15/2021
